"Gender,""Age"",""openness"",""neuroticism"",""conscientiousness"",""agreeableness"",""extraversion"",""personality"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Sedang"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Baik"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Dewasa"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Female,""Remaja"",""Baik"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Baik"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Baik"",""Cukup"",""Baik"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Female,""Remaja"",""Baik"",""Baik"",""Sedang"",""Cukup"",""Baik"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Baik"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Male,""Remaja"",""Baik"",""Baik"",""Cukup"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Baik"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Baik"",""Cukup"",""Baik"",""Baik"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""extraverted"""
"Male,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""responsible"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Baik"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Kurang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""Cukup"",""dependable"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Kurang"",""Kurang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Dewasa"",""Baik"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""lively"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Cukup"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Kurang"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Kurang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""responsible"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Baik"",""Baik"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""dependable"""
"Female,""Dewasa"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""serious"""
"Male,""Dewasa"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Baik"",""Baik"",""Sedang"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Kurang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""serious"""
"Female,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Baik"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Kurang"",""Baik"",""extraverted"""
"Female,""Remaja"",""Baik"",""Cukup"",""Kurang"",""Kurang"",""Cukup"",""dependable"""
"Female,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""serious"""
"Female,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Kurang"",""Kurang"",""responsible"""
"Male,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Cukup"",""Baik"",""dependable"""
"Female,""Remaja"",""Sedang"",""Baik"",""Baik"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Kurang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""responsible"""
"Male,""Dewasa"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Baik"",""lively"""
"Male,""Remaja"",""Kurang"",""Baik"",""Kurang"",""Sedang"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Baik"",""Baik"",""Kurang"",""Kurang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Female,""Dewasa"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Kurang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Baik"",""Baik Sekali"",""Baik Sekali"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Baik"",""Kurang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Kurang"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Dewasa"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik Sekali"",""Cukup"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Kurang"",""Kurang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Dewasa"",""Sedang"",""Kurang"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Baik"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Cukup"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Cukup"",""Baik"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Kurang"",""Sedang"",""Kurang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Dewasa"",""Cukup"",""Baik"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""baik"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Baik"",""Kurang"",""Cukup"",""responsible"""
"Male,""Dewasa"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Kurang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Baik"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""baik"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Dewasa"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
